x,y
0.0,25.0
1.0101010101010102,49.28323640444853
2.0202020202020203,81.72890521375372
3.0303030303030303,122.33700642791551
4.040404040404041,171.107540046934
5.050505050505051,228.04050607080913
6.0606060606060606,293.13590449954086
7.070707070707071,366.3937353331293
8.080808080808081,447.81399857157436
9.090909090909092,537.3966942148761
10.101010101010102,635.1418222630344
11.111111111111112,741.0493827160495
12.121212121212121,855.119375573921
13.131313131313131,977.3518008366493
14.141414141414142,1107.7466585042343
15.151515151515152,1246.303948576676
16.161616161616163,1393.0236710539743
17.171717171717173,1547.905825936129
18.181818181818183,1710.9504132231407
19.191919191919194,1882.157432915009
20.202020202020204,2061.526885011734
21.212121212121215,2249.0587695133154
22.222222222222225,2444.753086419754
23.232323232323235,2648.6098357310484
24.242424242424242,2860.629017447199
25.252525252525253,3080.8106315682076
26.262626262626263,3309.154678094072
27.272727272727273,3545.6611570247937
28.282828282828284,3790.3300683603716
29.292929292929294,4043.1614121008065
30.303030303030305,4304.155188246098
31.313131313131315,4573.311396796245
32.323232323232325,4850.630037751251
33.333333333333336,5136.111111111112
34.343434343434346,5429.75461687583
35.35353535353536,5731.560555045405
36.36363636363637,6041.528925619836
37.37373737373738,6359.659728599124
38.38383838383839,6685.952963983268
39.3939393939394,7020.4086317722695
40.40404040404041,7363.026731966127
41.41414141414142,7713.807264564842
42.42424242424243,8072.7502295684135
43.43434343434344,8439.855626976841
44.44444444444445,8815.123456790125
45.45454545454546,9198.553719008267
46.46464646464647,9590.146413631264
47.47474747474748,9989.901540659119
48.484848484848484,10397.819100091827
49.494949494949495,10813.899091929396
50.505050505050505,11238.14151617182
51.515151515151516,11670.5463728191
52.525252525252526,12111.113661871237
53.535353535353536,12559.843383328232
54.54545454545455,13016.735537190083
55.55555555555556,13481.79012345679
56.56565656565657,13955.007142128356
57.57575757575758,14436.386593204776
58.58585858585859,14925.928476686053
59.5959595959596,15423.632792572187
60.60606060606061,15929.499540863178
61.61616161616162,16443.528721559025
62.62626262626263,16965.72033465973
63.63636363636364,17496.07438016529
64.64646464646465,18034.59085807571
65.65656565656566,18581.269768390983
66.66666666666667,19136.111111111113
67.67676767676768,19699.1148862361
68.68686868686869,20270.281093765945
69.6969696969697,20849.609733700647
70.70707070707071,21437.100806040202
71.71717171717172,22032.754310784618
72.72727272727273,22636.570247933887
73.73737373737374,23248.548617488017
74.74747474747475,23868.689419447
75.75757575757576,24496.99265381084
76.76767676767678,25133.45832057954
77.77777777777779,25778.08641975309
78.7878787878788,26430.876951331502
79.7979797979798,27091.82991531477
80.80808080808082,27760.945311702893
81.81818181818183,28438.223140495873
82.82828282828284,29123.66340169371
83.83838383838385,29817.266095296403
84.84848484848486,30519.031221303954
85.85858585858587,31228.958779716362
86.86868686868688,31947.048770533627
87.87878787878789,32673.301193755746
88.8888888888889,33407.716049382725
89.89898989898991,34150.29333741456
90.90909090909092,34901.03305785125
91.91919191919193,35659.9352106928
92.92929292929294,36426.9997959392
93.93939393939395,37202.22681359046
94.94949494949496,37985.616263646574
95.95959595959597,38777.16814610755
96.96969696969697,39576.88246097337
97.97979797979798,40384.75920824405
98.98989898989899,41200.798387919596
100.0,42025.0
